Order_ID,Date_Time,Time_of_Order,Demand_Level,Traffic_Congestion,Urgency_Level,Driver_Availability,Distance_km,Base_Price,MRP_Price,Competitor_Price,Weather_Impact,Special_Event,Customer_Loyalty,Stock_Availability,Final_Price,Handling_Charges,Delivery_Charges,Expiry_Days
ORD3104,7/18/2024 19:15,19:15,Medium,Moderate,Express,High,44.43,73.15,84.24,78.67,Clear,None,5,In-stock,178.14,3.26,74.6,242
ORD3105,7/5/2024 15:26,15:26,High,Heavy,Same-day,High,21.11,350.32,467.1,539.28,Snowy,None,1,In-stock,644.83,8.16,32.98,207
ORD3106,8/4/2024 21:10,21:10,High,Heavy,Express,Medium,33.45,339.77,452.97,534.7,Snowy,Holiday,5,Low Stock,652.53,12.24,62.21,47
ORD3107,6/6/2024 23:35,23:35,High,Light,Express,High,37.2,36.52,50.42,51.48,Stormy,Sports Event,4,Out of Stock,86.52,1.15,28.7,359
ORD3108,11/9/2024 18:29,18:29,Medium,Heavy,Standard,Low,23.54,283.23,406.56,361.64,Stormy,Holiday,5,Low Stock,375.38,10.31,20.34,278
ORD3109,11/18/2024 11:01,11:01,Low,Light,Express,High,10.81,301.4,401.5,353.11,Snowy,Sports Event,4,In-stock,512.8,10.56,9.68,84
ORD3110,8/12/2024 15:43,15:43,High,Heavy,Express,Medium,26.5,31.01,40.85,48.57,Rainy,None,4,In-stock,79.42,1.52,25.34,359
ORD3111,10/22/2024 17:23,17:23,Low,Moderate,Same-day,Medium,43.35,106.07,132.83,119.75,Stormy,None,5,Out of Stock,172.78,5.1,25.54,241
ORD3112,11/7/2024 19:54,19:54,Low,Moderate,Standard,Low,26.22,49.19,63.71,71.92,Snowy,Sports Event,3,In-stock,102.94,1.05,33.12,156
ORD3113,6/21/2024 16:57,16:57,Low,Moderate,Express,Medium,29.18,235.72,266.57,240.14,Rainy,Holiday,0,Out of Stock,377.08,11.75,20.1,194
ORD3114,12/24/2024 12:16,12:16,High,Moderate,Standard,Medium,46.84,324.6,370.03,442.02,Clear,Sports Event,0,In-stock,557.1,15.74,51.12,259
ORD3115,10/14/2024 18:55,18:55,Low,Moderate,Express,Medium,41.74,193.06,279.48,316.39,Clear,None,2,In-stock,300.38,9.25,23.47,345
ORD3116,9/23/2024 12:35,12:35,Low,Moderate,Same-day,Low,43.24,237.03,342.33,319.53,Rainy,None,4,Low Stock,290.63,10.05,37.6,87
ORD3117,3/18/2024 13:42,13:42,High,Moderate,Same-day,Medium,20.61,43.41,57.1,49.01,Clear,Sports Event,2,In-stock,107.92,1.69,35.64,365
ORD3118,12/3/2024 21:35,21:35,Low,Light,Express,Medium,25.56,311.3,437.1,354.69,Snowy,Sports Event,0,Out of Stock,489.93,6.72,49.9,320
ORD3119,2/4/2024 14:55,14:55,Medium,Heavy,Same-day,Low,14.66,154.01,222.86,203.82,Stormy,Holiday,2,Out of Stock,235.92,6.94,10.36,302
ORD3120,1/7/2024 4:50,4:50,Low,Heavy,Express,Medium,40.98,67.57,88.37,98.71,Snowy,Holiday,2,Out of Stock,189.09,2.7,76.72,79
ORD3121,8/18/2024 1:44,1:44,Low,Heavy,Same-day,High,23.53,257.05,311.25,271.3,Stormy,Holiday,1,Out of Stock,453.44,12.57,38.49,325
ORD3122,2/20/2024 11:48,11:48,Medium,Heavy,Standard,Medium,2.5,402.83,506.01,539.39,Stormy,None,0,Low Stock,471.01,17.17,2.36,93
ORD3123,6/2/2024 20:24,20:24,High,Moderate,Standard,High,36.93,74.34,99.98,92.52,Clear,Sports Event,2,Out of Stock,148.16,3.27,30.18,325
ORD3124,9/25/2024 18:49,18:49,Medium,Heavy,Standard,Medium,41.7,266.81,352.84,355.3,Clear,Sports Event,3,In-stock,505.23,6.27,78.24,126
ORD3125,10/9/2024 8:41,8:41,Low,Heavy,Express,Low,8.58,200.85,247.99,247.29,Clear,Holiday,4,Low Stock,231.74,9.47,7.89,60
ORD3126,12/20/2024 3:44,3:44,High,Moderate,Standard,High,35.87,84.65,98.12,108.99,Clear,Sports Event,0,In-stock,186.06,3.44,19.62,150
ORD3127,4/22/2024 20:17,20:17,Medium,Light,Standard,Low,6.67,155.23,180.38,151.24,Snowy,Sports Event,5,In-stock,213.62,5.4,10.28,211
ORD3128,1/17/2024 5:56,5:56,Low,Moderate,Express,Low,5.71,224.57,301.41,277.32,Rainy,Holiday,1,Low Stock,265.35,5.77,8.99,268
ORD3129,9/23/2024 18:59,18:59,Medium,Moderate,Standard,Low,26.34,213.19,266.02,261.89,Snowy,Holiday,2,Out of Stock,310.09,7.12,41.25,44
ORD3130,9/30/2024 15:18,15:18,Low,Heavy,Standard,Low,39.17,193.43,223.76,217.5,Clear,Holiday,3,In-stock,322.2,9.63,73.24,257
ORD3131,6/11/2024 3:55,3:55,Medium,Moderate,Same-day,High,22.47,251.89,377.61,365.9,Rainy,Sports Event,0,Low Stock,373.83,9.39,28.3,255
ORD3132,7/29/2024 15:00,15:00,Low,Moderate,Same-day,Low,16.5,31.56,46.86,53.94,Snowy,Holiday,3,In-stock,55.75,1.42,8.38,103
ORD3133,12/22/2024 13:00,13:00,Medium,Heavy,Standard,Medium,48.23,367.38,476.61,549.2,Clear,Holiday,1,Low Stock,584.24,8.11,91.76,188
ORD3134,7/22/2024 19:49,19:49,Low,Moderate,Express,Medium,48.44,487.72,667.09,645.24,Clear,Holiday,4,Low Stock,669.02,20.12,26.41,146
ORD3135,3/1/2024 22:42,22:42,Medium,Moderate,Same-day,Low,26.82,306.55,422.44,367.38,Stormy,None,1,Out of Stock,427.69,9.5,52.12,117
ORD3136,7/10/2024 8:33,8:33,Medium,Light,Standard,Low,29.19,389.4,545.03,456.96,Stormy,None,0,In-stock,458.43,18.44,20.59,60
ORD3137,12/11/2024 6:06,6:06,Medium,Light,Same-day,Medium,43.97,445.35,637.04,751.12,Stormy,None,4,Out of Stock,624.2,12.58,50.03,79
ORD3138,6/24/2024 8:10,8:10,High,Light,Same-day,Medium,47.92,468.83,676.71,677.11,Stormy,Sports Event,4,In-stock,1079.16,21.11,88.69,17
ORD3139,8/3/2024 2:59,2:59,Low,Heavy,Express,Low,45.86,298.98,400.28,412.55,Clear,Holiday,3,Out of Stock,490.43,14.04,55.95,95
ORD3140,1/8/2024 15:20,15:20,Medium,Heavy,Standard,Low,47.01,373.04,524.95,543.01,Rainy,Holiday,3,In-stock,503.82,7.9,32.11,138
ORD3141,7/12/2024 18:24,18:24,Medium,Heavy,Express,Low,49.79,230.46,321.36,338.01,Stormy,None,0,In-stock,353.65,7.44,38.06,42
ORD3142,4/22/2024 2:07,2:07,Low,Heavy,Standard,Medium,28.08,305.9,385.57,359.02,Snowy,Holiday,4,Low Stock,482.08,8.27,41.05,264
ORD3143,4/2/2024 4:48,4:48,Medium,Moderate,Standard,Medium,23.98,152.07,202.65,197.26,Clear,Sports Event,3,Out of Stock,276.03,6.45,45.27,185
ORD3144,12/15/2024 9:15,9:15,Medium,Light,Standard,Low,48.09,333.57,389.5,351.56,Rainy,None,2,In-stock,411.59,10.16,44.79,192
ORD3145,6/4/2024 1:52,1:52,Low,Light,Same-day,Medium,44.01,65.32,96.62,80.36,Rainy,Sports Event,5,Out of Stock,120.71,1.73,34.49,76
ORD3146,4/13/2024 14:06,14:06,Low,Light,Express,Medium,38.76,344.59,434.4,395.76,Snowy,None,5,Out of Stock,448.99,7.54,28.03,141
ORD3147,1/24/2024 1:46,1:46,Low,Light,Standard,Low,2.1,195.17,271.51,296.65,Snowy,Holiday,5,Out of Stock,297.32,8.88,3.89,75
ORD3148,5/1/2024 10:27,10:27,Medium,Light,Standard,Medium,25.96,184.81,230.3,202.99,Clear,Holiday,1,In-stock,298.82,8.97,23.93,186
ORD3149,3/18/2024 21:51,21:51,Low,Heavy,Express,Medium,19.87,104.85,137.73,144.73,Snowy,Sports Event,0,In-stock,186.48,3.45,21.13,169
ORD3150,6/30/2024 19:48,19:48,High,Heavy,Standard,High,32.06,207.2,301.39,316.81,Stormy,Sports Event,3,In-stock,390.88,9.31,37.83,113
ORD3151,7/12/2024 8:01,8:01,High,Light,Standard,Medium,6.33,237.28,300.57,322.56,Clear,Sports Event,2,Out of Stock,420.45,9.66,12.18,246
ORD3152,9/9/2024 1:37,1:37,Low,Light,Express,Medium,18.66,38.9,57.4,49.99,Rainy,None,2,Low Stock,69.67,1.3,20.38,65
ORD3153,7/2/2024 9:35,9:35,Low,Light,Same-day,Low,40.51,494.46,719.84,796.91,Stormy,Sports Event,0,Out of Stock,840.15,18.1,56.46,21
ORD3154,9/26/2024 6:07,6:07,Medium,Light,Standard,High,37.76,327.43,410.03,425.08,Snowy,Sports Event,0,Low Stock,474.4,10.82,24.23,301
ORD3155,9/17/2024 2:37,2:37,Medium,Moderate,Standard,Low,17.69,232.88,262.69,259.51,Snowy,Holiday,1,Low Stock,298.92,5.74,12.21,160
ORD3156,5/23/2024 15:02,15:02,Medium,Heavy,Express,Low,26,193.87,218.07,184.98,Stormy,Holiday,1,Low Stock,300.39,4.22,44.05,154
ORD3157,9/16/2024 3:32,3:32,High,Heavy,Same-day,High,3.85,272.24,357.95,392.54,Clear,Holiday,2,Low Stock,404.88,5.6,7.22,300
ORD3158,8/31/2024 13:11,13:11,High,Heavy,Standard,Low,11.13,303.28,359.54,295.36,Clear,None,0,Out of Stock,479.28,10.27,12.16,299
ORD3159,5/7/2024 5:32,5:32,Medium,Heavy,Express,High,40.28,66.9,88.42,94.08,Stormy,None,0,Low Stock,148.54,2.61,61.46,224
ORD3160,6/19/2024 7:32,7:32,High,Light,Same-day,Low,12.65,421.61,550.85,481.94,Snowy,None,1,In-stock,610.86,10.77,8.67,245
ORD3161,9/19/2024 23:47,23:47,Low,Heavy,Standard,Medium,6.11,47.36,61.87,59.8,Rainy,Holiday,4,Out of Stock,78.67,2.19,6.29,219
ORD3162,6/28/2024 2:27,2:27,High,Light,Standard,Low,20.74,343.51,501.41,457.92,Stormy,None,5,In-stock,490.56,11.01,33.26,30
ORD3163,7/6/2024 6:40,6:40,High,Moderate,Same-day,Medium,18.41,175.53,231.48,241.54,Clear,Holiday,0,In-stock,389.22,5.84,31.62,25
ORD3164,4/7/2024 7:39,7:39,Low,Heavy,Same-day,Medium,20.91,233.59,310.77,271.4,Snowy,Holiday,3,Low Stock,358.59,8.65,37.45,190
ORD3165,1/12/2024 10:27,10:27,Medium,Light,Standard,High,11.99,66.46,97.83,102.71,Stormy,Holiday,1,Low Stock,89.71,2.59,13.61,32
ORD3166,1/13/2024 8:57,8:57,High,Light,Standard,Medium,37.15,422.58,473.26,550.08,Snowy,None,4,Low Stock,674.88,14.35,69.55,15
ORD3167,10/2/2024 5:56,5:56,Low,Moderate,Standard,High,29.07,443.06,512.97,587.56,Rainy,Sports Event,3,Low Stock,634.57,18.48,45.32,13
ORD3168,3/16/2024 1:32,1:32,Low,Heavy,Standard,Low,44.72,103.22,145.28,132.43,Stormy,None,0,Low Stock,158.2,3.27,54.26,315
ORD3169,11/26/2024 16:34,16:34,Low,Moderate,Standard,Low,7.12,133.67,163.95,187.8,Snowy,Holiday,1,Low Stock,152.21,3.8,8.94,253
ORD3170,2/9/2024 19:43,19:43,Low,Heavy,Standard,Low,27.1,194.56,247.37,199.63,Stormy,None,1,In-stock,268.52,4.84,31.3,291
ORD3171,2/23/2024 20:46,20:46,Low,Light,Express,High,43.74,314.92,390.83,383.29,Rainy,None,5,Out of Stock,389.33,8.03,32.39,325
ORD3172,4/1/2024 2:32,2:32,Low,Light,Standard,Low,31.01,447.71,512.62,554.72,Stormy,None,0,Out of Stock,690.52,18.76,58.26,212
ORD3173,5/28/2024 16:00,16:00,High,Light,Express,Low,34.98,423.25,491.58,484.88,Stormy,Sports Event,5,Out of Stock,703.84,10.96,48.11,177
ORD3174,5/3/2024 10:37,10:37,High,Heavy,Same-day,Low,10.64,403.6,530.35,490.99,Clear,None,1,Out of Stock,644.83,14.08,13.53,110
ORD3175,10/22/2024 8:56,8:56,Medium,Light,Standard,Medium,23.55,224.4,276.73,300.26,Snowy,Holiday,0,Out of Stock,404.91,10.31,28.11,280
ORD3176,9/4/2024 16:02,16:02,Low,Light,Standard,Low,25.42,68.27,81.63,66.21,Stormy,Holiday,3,Low Stock,102.24,1.47,14.25,260
ORD3177,11/24/2024 18:08,18:08,Low,Light,Express,High,28.72,16.65,22.72,21.24,Snowy,Holiday,5,Low Stock,41.4,0.39,18.19,255
ORD3178,1/22/2024 21:20,21:20,Medium,Moderate,Express,Medium,48.12,274.52,321.76,299.29,Snowy,Holiday,2,Out of Stock,536.44,9.94,93.78,346
ORD3179,12/16/2024 5:57,5:57,Medium,Light,Standard,Medium,17.46,59.01,80.19,73.45,Snowy,None,0,In-stock,96.03,2.06,24.64,255
ORD3180,3/25/2024 15:28,15:28,Medium,Moderate,Standard,High,1.76,498.47,685.52,595.25,Snowy,Holiday,1,In-stock,776.41,14.6,1.89,227
ORD3181,6/19/2024 19:10,19:10,Low,Light,Express,Medium,2.3,201.45,233.71,195.32,Clear,Holiday,2,Low Stock,259.09,8.49,2.81,357
ORD3182,4/18/2024 3:22,3:22,Medium,Heavy,Standard,Medium,5.52,415.81,558.29,578.67,Clear,Sports Event,2,Low Stock,583.33,9.23,9.36,164
ORD3183,2/16/2024 16:43,16:43,High,Light,Standard,Low,27.71,357.04,442.26,377.87,Clear,Sports Event,5,Low Stock,505.16,7.16,21.29,80
ORD3184,6/16/2024 19:34,19:34,High,Heavy,Standard,Low,28.32,273.34,304.26,336.09,Rainy,Holiday,0,Out of Stock,466.45,8.94,32.8,286
ORD3185,3/17/2024 7:41,7:41,High,Heavy,Same-day,High,3.06,270.36,384.79,430.69,Rainy,None,2,Out of Stock,411.37,9.16,1.77,217
ORD3186,9/20/2024 7:50,7:50,Low,Moderate,Express,Low,39.07,227.95,308.16,353.84,Snowy,Sports Event,2,Out of Stock,322.47,6.84,51.15,152
ORD3187,6/27/2024 9:20,9:20,High,Heavy,Same-day,Medium,9.5,139.45,205.75,179.55,Clear,Holiday,0,In-stock,278.52,4.43,17.79,357
ORD3188,2/29/2024 19:19,19:19,Low,Light,Same-day,Medium,31.02,423.4,615.22,660.03,Clear,Holiday,3,Out of Stock,569.46,9.52,21.63,320
ORD3189,6/25/2024 16:01,16:01,Medium,Heavy,Express,High,33.34,419.06,506.68,458.34,Snowy,Sports Event,5,Out of Stock,653.94,13.1,39.37,339
ORD3190,3/6/2024 22:55,22:55,Medium,Heavy,Standard,Medium,8.32,363.76,485.78,521.92,Clear,None,5,In-stock,527.94,14.4,13.25,252
ORD3191,9/19/2024 3:10,3:10,High,Moderate,Standard,High,39.75,123.05,173.25,143.27,Clear,Sports Event,5,In-stock,267.27,3.4,42.71,166
ORD3192,9/6/2024 18:05,18:05,Low,Heavy,Same-day,Low,22.26,446.18,652.56,571.91,Stormy,Holiday,2,Low Stock,540.57,11.34,14.03,159
ORD3193,4/16/2024 1:30,1:30,Medium,Moderate,Express,Low,31.1,333.66,382.2,389.34,Rainy,Sports Event,4,Low Stock,520.77,6.81,43.63,38
ORD3194,12/10/2024 0:38,0:38,Medium,Light,Express,High,43.59,436.78,638.85,589.62,Stormy,Sports Event,1,Out of Stock,798.33,11.92,86.85,48
ORD3195,9/10/2024 4:41,4:41,Medium,Light,Same-day,High,17.66,21.14,27.97,30.12,Stormy,Holiday,0,In-stock,44.44,0.91,10.18,288
ORD3196,6/24/2024 1:40,1:40,High,Light,Same-day,High,14.86,17.4,24.77,27.71,Snowy,None,0,In-stock,52.48,0.58,19.24,165
ORD3197,12/5/2024 7:38,7:38,High,Light,Standard,Low,34.48,22.19,30.63,28.1,Stormy,Holiday,3,In-stock,65.06,0.53,23.43,299
ORD3198,12/25/2024 19:26,19:26,Medium,Light,Same-day,Low,49.16,266.14,298.26,314.54,Clear,None,1,Out of Stock,408.78,9.28,31.62,338
ORD3199,8/14/2024 6:48,6:48,Low,Moderate,Same-day,Medium,33,289.52,367.91,386.85,Snowy,Sports Event,1,Low Stock,474.36,8.36,62,309
ORD3200,7/10/2024 6:16,6:16,Low,Moderate,Standard,High,2.32,141.64,171.27,141.25,Clear,Holiday,0,In-stock,219.27,6.91,3.01,267
ORD3201,10/20/2024 3:59,3:59,High,Heavy,Express,Low,47.22,417.73,613.85,581.4,Stormy,Holiday,2,In-stock,832.06,17.48,51.59,277
ORD3202,6/13/2024 23:10,23:10,High,Heavy,Same-day,High,42.77,433.6,542.89,627.81,Clear,Holiday,2,Low Stock,786.28,11.19,67.04,37
ORD3203,5/12/2024 19:08,19:08,Low,Moderate,Same-day,Medium,16.6,327.52,396.07,472.85,Stormy,Sports Event,2,Low Stock,411.46,14.23,13.69,14
ORD3204,5/3/2024 14:55,14:55,Low,Light,Same-day,Low,26.08,367.63,510.31,449.98,Stormy,Holiday,5,Low Stock,461.33,10.65,43.75,238
ORD3205,3/6/2024 20:43,20:43,Low,Light,Express,Medium,44.09,92.24,131.91,140.22,Snowy,Sports Event,0,Out of Stock,196.84,3.4,41.92,230
ORD3206,1/31/2024 21:57,21:57,High,Heavy,Express,Low,34.16,427.22,526.82,461.12,Snowy,Holiday,5,In-stock,780.03,18.55,55.27,297
ORD3207,11/27/2024 0:33,0:33,Low,Light,Express,High,1.52,406.47,557.52,453.75,Rainy,Sports Event,2,Low Stock,465.12,15.99,1.35,319
ORD3208,8/3/2024 8:50,8:50,Low,Moderate,Standard,Low,42.05,84.58,122.41,137.19,Snowy,Holiday,3,Low Stock,185.3,2.59,78.44,213
ORD3209,2/22/2024 15:10,15:10,Low,Light,Express,High,13.67,39.95,52.81,55.96,Clear,Holiday,3,Low Stock,65.03,1.27,19.07,328
ORD3210,12/31/2024 20:34,20:34,High,Moderate,Standard,High,28.98,435.94,650.1,538.87,Clear,Holiday,5,Out of Stock,748.63,20.71,51.09,297
ORD3211,4/15/2024 22:16,22:16,Low,Heavy,Same-day,High,1.47,467.04,630.87,575.15,Clear,Sports Event,0,In-stock,728.55,15.82,2.59,3
ORD3212,3/18/2024 14:28,14:28,Medium,Heavy,Express,Medium,35.7,55.78,64.66,74.06,Clear,Sports Event,0,In-stock,112.26,1.24,34.52,181
ORD3213,6/17/2024 5:47,5:47,Low,Heavy,Standard,High,9.07,387.14,545.88,462.88,Snowy,Holiday,0,In-stock,635.01,10.81,7.64,122
ORD3214,10/30/2024 19:39,19:39,High,Light,Same-day,Low,16.06,138.28,157.11,171.95,Rainy,Sports Event,4,In-stock,247.62,6.71,26.8,358
ORD3215,11/10/2024 23:29,23:29,Medium,Heavy,Same-day,Low,2.4,43.56,65.28,65.99,Clear,Sports Event,1,In-stock,60.59,1.23,2.46,267
ORD3216,5/4/2024 14:08,14:08,Low,Light,Standard,Medium,21.26,69.74,84.58,98.63,Snowy,None,0,In-stock,123.61,2.94,25.65,82
ORD3217,12/29/2024 11:55,11:55,High,Heavy,Standard,High,9.39,170.04,239.8,247.48,Clear,Holiday,2,Out of Stock,333.81,8.34,14.45,219
ORD3218,12/15/2024 8:26,8:26,Low,Moderate,Standard,Low,16.43,77.82,102.1,89.03,Rainy,Holiday,4,Out of Stock,135.54,1.83,20.43,187
ORD3219,7/30/2024 16:40,16:40,Medium,Moderate,Standard,Low,3.72,339.62,479.82,442.33,Stormy,Holiday,1,Low Stock,481.17,14.65,3.18,278
ORD3220,12/15/2024 17:33,17:33,Low,Heavy,Standard,Low,11.18,66.59,78.43,79.72,Rainy,Holiday,4,Low Stock,109.32,2.95,14.74,349
ORD3221,5/21/2024 6:35,6:35,High,Light,Standard,High,37.73,106.68,149.1,121.22,Stormy,Sports Event,4,In-stock,267.7,3.14,60.81,287
ORD3222,7/1/2024 10:41,10:41,Low,Light,Express,Medium,21.26,201.4,242.26,273.61,Stormy,Sports Event,1,In-stock,373.28,7.43,35.43,111
ORD3223,9/18/2024 10:13,10:13,Low,Moderate,Standard,Medium,11.53,331.95,383.02,455.95,Rainy,None,0,Low Stock,467.69,9.34,22.87,347
ORD3224,3/25/2024 10:52,10:52,High,Light,Standard,Medium,9.3,158.52,187.01,150.67,Rainy,None,4,Low Stock,208.15,7.32,9.4,202
ORD3225,2/12/2024 18:39,18:39,Low,Heavy,Same-day,Low,38.53,358.51,458.43,367.29,Snowy,None,1,Out of Stock,550.34,9.79,49.65,310
ORD3226,4/6/2024 5:19,5:19,High,Heavy,Express,High,26.68,301.31,384.34,431.99,Rainy,Sports Event,0,In-stock,539.98,7.05,41.49,361
ORD3227,3/7/2024 18:44,18:44,Medium,Moderate,Express,Medium,39.52,371.78,480.97,391.77,Clear,None,1,Out of Stock,569.24,11.47,34.68,100
ORD3228,9/15/2024 15:56,15:56,Medium,Moderate,Standard,High,47.11,151.95,189.05,171.49,Rainy,Holiday,0,Low Stock,257.08,3.38,76.81,38
ORD3229,1/21/2024 1:37,1:37,Low,Heavy,Standard,High,39.82,276.07,324.39,346.73,Clear,Sports Event,4,Out of Stock,479,11.3,66.21,180
ORD3230,5/2/2024 5:42,5:42,Medium,Moderate,Express,High,4.59,308.57,444.96,419.73,Clear,Sports Event,4,In-stock,444.2,9.96,3.61,180
ORD3231,9/20/2024 9:00,9:00,Low,Moderate,Standard,High,23.35,384.13,448.5,439.42,Snowy,Holiday,1,Out of Stock,608.6,9.52,42.8,46
ORD3232,4/3/2024 18:34,18:34,Low,Moderate,Express,High,14.53,356.07,467.71,556.68,Rainy,Sports Event,4,Low Stock,483.75,7.33,24.04,235
ORD3233,8/9/2024 20:53,20:53,Low,Light,Standard,Medium,28.77,61.58,83.79,83.42,Stormy,None,2,Low Stock,91.98,2.85,21.01,186
ORD3234,4/27/2024 13:56,13:56,High,Moderate,Same-day,Low,38.83,482.92,723.56,755.51,Rainy,Sports Event,5,In-stock,836.69,15.11,73.77,112
ORD3235,6/3/2024 21:42,21:42,Medium,Heavy,Same-day,Medium,6.35,19.62,29.09,31.4,Rainy,Sports Event,3,In-stock,34.92,0.41,5.74,168
ORD3236,2/26/2024 21:35,21:35,Low,Light,Express,High,49.8,356.98,481.08,461.74,Snowy,Holiday,1,Out of Stock,549.15,10.74,86.85,150
ORD3237,6/18/2024 11:10,11:10,Medium,Light,Express,Medium,3.47,243.7,346.21,341.72,Snowy,Sports Event,1,In-stock,414.4,12.16,6.55,7
ORD3238,5/20/2024 17:56,17:56,Medium,Light,Standard,Low,7.09,106.02,142.48,131.59,Clear,None,1,Out of Stock,149.24,3.13,10.91,99
ORD3239,10/31/2024 0:29,0:29,High,Light,Same-day,Low,40.87,420.72,513.23,447.2,Snowy,None,5,In-stock,786.52,20.67,56.42,13
ORD3240,1/8/2024 23:45,23:45,High,Light,Same-day,Low,26.31,93.5,140.14,120.25,Stormy,Sports Event,4,Out of Stock,221.48,2.19,42.52,57
ORD3241,3/24/2024 7:46,7:46,Low,Light,Standard,High,30.31,89.2,106.6,103.15,Clear,None,0,Low Stock,125.27,3.07,29.03,204
ORD3242,11/11/2024 1:28,1:28,Medium,Heavy,Standard,Medium,20.84,107.82,130.86,106.9,Clear,Holiday,1,In-stock,172.22,4.66,14.23,306
ORD3243,1/24/2024 12:40,12:40,Medium,Heavy,Express,Low,14.49,260.65,334.52,364.23,Clear,None,2,Out of Stock,373.86,7.73,12.71,288
ORD3244,10/5/2024 23:33,23:33,High,Light,Standard,Low,39,344.53,506.85,538.35,Stormy,Sports Event,5,In-stock,541.77,13.9,34.82,114
ORD3245,9/2/2024 17:54,17:54,Medium,Heavy,Same-day,High,33.15,242.87,315.97,371.4,Clear,Holiday,2,Low Stock,430.45,7.82,48.26,302
ORD3246,9/21/2024 15:52,15:52,Medium,Heavy,Standard,Low,34.92,36.56,48.64,40.87,Snowy,None,5,Out of Stock,115.78,1.58,69.09,318
ORD3247,12/20/2024 4:25,4:25,Low,Heavy,Same-day,Medium,38.89,454.05,552.33,651.08,Snowy,Holiday,4,Low Stock,587.31,22.19,20.21,161
ORD3248,7/13/2024 6:18,6:18,Low,Light,Express,Low,48.3,468.6,600.11,632.02,Clear,Sports Event,1,In-stock,759.58,15,36.3,138
ORD3249,6/21/2024 1:41,1:41,Low,Moderate,Standard,Medium,41.38,137.9,205.84,179.93,Snowy,None,3,In-stock,218.33,4.23,49.42,194
ORD3250,1/2/2024 7:04,7:04,High,Heavy,Express,Medium,18.85,275.39,314.23,363.71,Stormy,Holiday,0,In-stock,577.25,9.97,29.42,342
ORD3251,3/27/2024 9:29,9:29,Low,Heavy,Standard,High,19.26,305.84,449.79,413.56,Rainy,Sports Event,2,Out of Stock,434.83,14.73,27.99,321
ORD3252,12/29/2024 5:53,5:53,Medium,Moderate,Express,High,49.59,348.66,490.66,518.96,Rainy,Holiday,0,Low Stock,494.59,10.08,92.72,5
ORD3253,3/16/2024 7:08,7:08,Low,Moderate,Standard,High,35.69,165.4,239.03,261.01,Snowy,None,5,Out of Stock,290.97,5.92,58.34,314
ORD3254,5/19/2024 3:58,3:58,Low,Moderate,Same-day,Medium,7.11,290.5,434.5,490.46,Clear,None,4,Out of Stock,443.65,8.7,4.54,40
ORD3255,12/24/2024 10:31,10:31,Low,Heavy,Express,Medium,8.3,436.18,587.56,484.96,Rainy,Sports Event,0,In-stock,659.25,14.64,8.09,329
ORD3256,8/15/2024 18:31,18:31,Medium,Heavy,Express,Medium,35.7,295.8,376.93,450.24,Snowy,None,5,Out of Stock,484.1,11.89,33.37,62
ORD3257,1/15/2024 1:49,1:49,High,Heavy,Standard,High,14.32,270.48,311.17,354.22,Clear,Sports Event,5,Low Stock,513.66,7.46,28.4,190
ORD3258,1/3/2024 7:47,7:47,Low,Heavy,Same-day,Low,33.85,205.77,300.91,302.22,Snowy,Sports Event,4,Out of Stock,342.98,7.74,44.17,306
ORD3259,11/14/2024 18:03,18:03,Low,Moderate,Same-day,High,24.47,183.82,250.18,276.86,Snowy,Holiday,1,Low Stock,255.68,7.87,18.86,83
ORD3260,4/10/2024 1:48,1:48,Low,Light,Standard,Low,33.59,394.48,517.7,439.19,Clear,None,4,In-stock,596.33,10.64,26.26,48
ORD3261,4/22/2024 20:20,20:20,Medium,Light,Standard,High,47.16,16.98,24.39,26.8,Snowy,Holiday,1,Low Stock,85.31,0.35,63.84,84
ORD3262,4/6/2024 5:24,5:24,Low,Moderate,Express,High,46.46,239.1,307.95,274.06,Clear,Sports Event,4,In-stock,387.46,8.55,62.62,167
ORD3263,1/7/2024 0:24,0:24,Low,Moderate,Express,Medium,40.02,37.43,45.09,40.94,Clear,Sports Event,4,In-stock,111.67,1.81,54.69,262
ORD3264,11/12/2024 14:14,14:14,High,Light,Standard,Low,22.46,58.81,71.53,79.97,Clear,None,5,Out of Stock,111.62,2.08,19.01,245
ORD3265,6/9/2024 14:53,14:53,Medium,Moderate,Express,High,18.13,198.19,231.94,264.85,Stormy,Sports Event,1,Out of Stock,335.87,9.41,15.17,66
ORD3266,10/3/2024 22:20,22:20,Low,Moderate,Standard,Low,38.04,356.74,497.67,583.57,Snowy,Sports Event,3,In-stock,631.11,15.57,63.33,70
ORD3267,2/15/2024 12:55,12:55,High,Light,Express,Low,37.39,15.69,20.66,18.45,Rainy,Sports Event,2,In-stock,78.05,0.59,53.62,149
ORD3268,9/11/2024 12:45,12:45,Low,Moderate,Same-day,Medium,17.31,367.63,485.25,499.17,Clear,Holiday,0,In-stock,614.85,17.1,34.05,68
ORD3269,7/26/2024 21:13,21:13,High,Light,Standard,Low,46.52,344.59,400.24,342.46,Rainy,None,1,Out of Stock,558.37,14.24,74.5,55
ORD3270,7/10/2024 12:56,12:56,Low,Heavy,Standard,Low,2.48,24.13,31.62,26.04,Stormy,Sports Event,3,Low Stock,32.93,0.73,2.3,40
ORD3271,2/29/2024 17:06,17:06,Medium,Light,Express,Medium,6.11,140.2,206.65,188.85,Clear,None,1,In-stock,200.17,6.8,6.06,288
