Order_ID,Date_Time,Time_of_Order,Demand_Level,Traffic_Congestion,Urgency_Level,Driver_Availability,Distance_km,Base_Price,MRP_Price,Competitor_Price,Weather_Impact,Special_Event,Customer_Loyalty,Stock_Availability,Final_Price,Handling_Charges,Delivery_Charges
12446,2025-03-04 16:51:13.984603,Afternoon,Low,Moderate,Urgent,Medium,1.08,49.77,56.59,48.41,Clear,None,High,High,43.97,4.07,13.36
12447,2025-02-26 16:10:02.984603,Afternoon,Medium,Moderate,Standard,Medium,1.08,42.04,43.58,46.44,Clear,Festival,Low,High,39.1,3.56,8.84
12448,2025-02-28 17:27:56.984603,Afternoon,High,Moderate,Standard,Medium,1.08,22.39,27.23,24.630000000000003,Clear,Holiday,Medium,High,21.86,2.46,14.76
12449,2025-03-03 11:52:51.984603,Morning,Medium,Heavy,Standard,Medium,1.08,35.82,41.09,37.4,Rainy,Festival,Medium,Medium,39.4,4.74,6.74
12450,2025-03-01 00:51:02.984603,Night,Low,Light,Standard,Medium,1.08,37.25,41.86,38.79,Clear,None,Medium,Medium,37.25,4.16,13.05
12451,2025-02-27 13:59:52.984603,Afternoon,Medium,Light,Standard,High,1.08,34.3,41.04,34.849999999999994,Stormy,Concert,Low,High,31.9,9.73,11.56
12452,2025-03-01 02:06:52.984603,Night,High,Moderate,Standard,Medium,1.08,24.46,34.22,24.59,Clear,Holiday,Low,Medium,25.68,6.46,9.02
12453,2025-03-02 16:00:31.984603,Afternoon,Medium,Moderate,Standard,Low,1.08,44.83,48.24,48.65,Clear,None,Low,Low,44.83,4.78,14.06
12454,2025-03-04 21:21:23.984603,Night,High,Light,Standard,Low,1.08,39.72,46.21,35.47,Rainy,None,Medium,High,38.79,6.64,18.07
12455,2025-03-04 19:17:06.984603,Night,High,Moderate,Flexible,Medium,1.08,29.39,33.58,27.28,Clear,None,Low,Medium,30.86,3.11,19.98
12456,2025-03-02 19:44:32.984603,Night,High,Moderate,Standard,High,1.08,5.12,15.12,1.16,Rainy,None,Low,Medium,5.38,5.55,14.12
12457,2025-02-28 13:33:27.984603,Afternoon,Medium,Heavy,Standard,High,1.08,15.05,24.61,10.16,Clear,Holiday,Low,Low,16.56,7.01,11.07
12458,2025-03-03 09:54:24.984603,Morning,Medium,Light,Urgent,Medium,1.08,27.9,29.74,23.04,Clear,Holiday,High,Low,26.5,5.91,8.38
12459,2025-02-28 20:44:40.984603,Night,Low,Heavy,Standard,Medium,1.08,45.45,55.21,40.690000000000005,Clear,None,High,Medium,47.5,5.21,8.86
12460,2025-02-26 22:01:45.984603,Night,Low,Light,Flexible,Medium,1.08,33.29,40.93,35.11,Clear,None,Medium,Medium,33.29,9.95,12.19
12461,2025-02-27 17:53:59.984603,Afternoon,Medium,Light,Flexible,High,1.08,23.8,33.730000000000004,19.91,Snowy,Festival,Medium,Medium,23.8,9.04,10.51
12462,2025-03-02 10:49:18.984603,Morning,Low,Light,Standard,Medium,1.08,7.16,15.1,4.18,Clear,None,Low,Medium,7.16,6.99,18.71
12463,2025-03-03 13:28:30.984603,Afternoon,High,Heavy,Flexible,Medium,1.08,31.88,34.04,31.07,Stormy,None,Medium,Medium,36.82,6.56,10.52
12464,2025-03-02 12:05:40.984603,Afternoon,Low,Light,Urgent,Medium,1.08,20.78,28.53,18.47,Clear,None,Medium,High,19.33,6.97,10.6
12465,2025-02-28 02:48:47.984603,Night,High,Moderate,Flexible,High,1.08,29.18,36.72,32.35,Rainy,Festival,Medium,Medium,30.64,3.61,10.75
12466,2025-03-05 10:24:03.984603,Morning,Medium,Moderate,Urgent,Low,1.08,39.49,41.99,40.72,Rainy,Holiday,Medium,High,36.73,5.16,17.55
12467,2025-02-28 16:33:46.984603,Afternoon,Medium,Heavy,Standard,Medium,1.08,41.17,48.95,39.5,Snowy,None,Medium,Low,45.29,2.32,14.76
12468,2025-03-03 06:51:53.984603,Morning,High,Heavy,Urgent,Medium,1.08,43.89,50.96,42.07,Stormy,None,Low,High,47.14,5.8,14.21
12469,2025-03-03 13:09:33.984603,Afternoon,Medium,Moderate,Flexible,Medium,1.08,33.62,43.56999999999999,35.46,Snowy,None,Low,Medium,33.62,6.34,10.01
12470,2025-03-01 22:29:45.984603,Night,Medium,Heavy,Standard,Low,1.08,45.75,52.32,42.46,Stormy,None,Low,Medium,50.32,3.82,17.27
12471,2025-03-03 22:35:13.984603,Night,Low,Moderate,Flexible,Medium,1.08,36.08,40.81,33.89,Clear,Holiday,Low,Low,36.08,9.71,5.58
12472,2025-03-03 23:32:47.984603,Night,Medium,Heavy,Flexible,Medium,1.08,40.28,49.870000000000005,38.81,Snowy,None,Low,High,41.21,9.28,18.06
12473,2025-02-28 17:09:38.984603,Afternoon,Low,Light,Standard,High,1.08,35.85,42.5,35.4,Snowy,None,Low,High,33.34,7.78,12.69
12474,2025-02-28 08:40:27.984603,Morning,Medium,Light,Standard,Medium,1.08,44.23,48.37,41.14,Clear,None,Low,High,41.13,6.27,10.97
12475,2025-02-28 21:46:14.984603,Night,Medium,Moderate,Flexible,Low,1.08,15.03,16.22,11.6,Snowy,None,Low,Medium,15.03,8.96,12.46
12476,2025-03-01 13:28:58.984603,Afternoon,Medium,Moderate,Urgent,High,1.08,39.19,47.0,44.09,Rainy,Festival,Low,Low,39.19,3.05,15.01
12477,2025-02-27 23:03:09.984603,Night,Medium,Moderate,Flexible,High,1.08,10.27,12.35,14.4,Snowy,None,Low,Medium,10.27,8.32,5.19
12478,2025-03-02 08:11:17.984603,Morning,Medium,Moderate,Standard,High,1.08,9.14,18.450000000000003,9.38,Snowy,None,Medium,Medium,9.14,3.0,18.07
12479,2025-03-05 11:25:56.984603,Morning,Medium,Light,Flexible,High,1.08,27.12,36.77,29.78,Stormy,Concert,Medium,Low,27.12,8.35,11.7
12480,2025-02-27 17:41:27.984603,Afternoon,High,Moderate,Standard,Low,1.08,18.51,21.64,20.25,Stormy,None,High,Medium,18.46,4.21,10.14
12481,2025-02-26 23:19:46.984603,Night,Medium,Light,Flexible,Medium,1.08,30.35,32.370000000000005,26.1,Clear,None,High,Medium,28.83,9.02,7.07
12482,2025-03-04 22:15:22.984603,Night,Medium,Heavy,Urgent,Medium,1.08,35.5,41.86,35.68,Clear,None,Medium,High,36.32,9.55,11.59
12483,2025-02-28 16:23:27.984603,Afternoon,Medium,Heavy,Standard,High,1.08,15.2,18.12,12.04,Clear,None,Medium,Low,16.72,3.19,12.44
12484,2025-03-04 20:12:54.984603,Night,High,Heavy,Urgent,Medium,1.08,36.5,42.38,37.34,Clear,Festival,Low,Medium,42.16,5.7,11.05
12485,2025-03-01 11:47:09.984603,Morning,Medium,Light,Flexible,Low,1.08,49.8,54.53,45.42,Clear,None,High,Medium,47.31,9.85,15.18
12486,2025-02-28 21:57:21.984603,Night,Medium,Moderate,Standard,Medium,1.08,39.2,47.330000000000005,35.830000000000005,Rainy,None,Medium,High,36.46,5.87,11.31
12487,2025-03-01 10:44:18.984603,Morning,Medium,Heavy,Standard,High,1.08,12.82,22.82,15.64,Clear,Concert,High,High,12.46,8.91,19.42
12488,2025-03-05 05:33:24.984603,Morning,Medium,Heavy,Urgent,High,1.08,33.52,38.63,36.95,Stormy,None,Low,Medium,36.87,6.71,13.99
12489,2025-02-27 19:57:01.984603,Night,Low,Moderate,Standard,High,1.08,5.43,12.6,9.5,Stormy,Festival,Medium,Medium,5.43,5.0,17.11
12490,2025-03-03 15:45:55.984603,Afternoon,Medium,Moderate,Urgent,Medium,1.08,26.14,30.22,30.11,Rainy,None,Low,Medium,26.14,4.29,6.64
12491,2025-03-02 19:57:32.984603,Night,Medium,Moderate,Flexible,Medium,1.08,29.0,37.76,33.07,Clear,None,High,Medium,27.55,3.63,10.96
12492,2025-03-02 02:59:24.984603,Night,High,Moderate,Standard,Medium,1.08,48.76,50.09,44.71,Clear,None,Low,Medium,51.2,8.09,10.05
12493,2025-02-28 16:22:58.984603,Afternoon,Medium,Light,Standard,Low,1.08,38.17,43.61,39.760000000000005,Clear,None,Medium,Medium,38.17,5.09,13.54
12494,2025-03-04 00:43:54.984603,Night,Medium,Moderate,Flexible,Low,1.08,36.77,39.36,38.78,Clear,None,Low,Low,36.77,6.09,17.92
12495,2025-03-03 08:30:07.984603,Morning,Low,Heavy,Standard,Medium,1.08,28.96,31.55,26.64,Stormy,None,High,High,28.14,5.94,6.18
12496,2025-02-27 16:02:15.984603,Afternoon,High,Moderate,Urgent,Medium,1.08,28.09,33.89,33.02,Rainy,None,Low,Medium,29.49,6.62,6.09
12497,2025-03-04 08:31:29.984603,Morning,High,Moderate,Urgent,High,1.08,49.64,53.41,47.5,Stormy,None,High,Medium,49.52,8.92,17.75
12498,2025-02-27 02:46:18.984603,Night,Low,Moderate,Standard,Low,1.08,5.96,11.09,6.71,Clear,None,Medium,Medium,5.96,9.85,8.19
12499,2025-02-28 03:56:00.984603,Night,Low,Heavy,Urgent,High,1.08,18.64,22.39,22.36,Clear,None,Medium,High,19.07,5.26,15.03
12500,2025-03-05 04:13:37.984603,Night,Medium,Moderate,Standard,Medium,1.08,11.02,16.119999999999997,8.91,Stormy,None,Low,Low,11.02,8.62,13.14
12501,2025-03-02 09:42:17.984603,Morning,Medium,Moderate,Standard,Medium,1.08,19.17,22.74,20.24,Clear,None,High,Medium,18.21,8.12,17.49
12502,2025-03-05 09:08:37.984603,Morning,Medium,Moderate,Flexible,Medium,1.08,25.86,34.09,28.06,Rainy,None,Medium,High,24.05,6.59,6.88
12503,2025-03-05 06:35:37.984603,Morning,Low,Moderate,Standard,Medium,1.08,20.39,26.41,21.66,Stormy,Concert,Medium,Medium,20.39,9.65,6.95
12504,2025-03-04 00:59:12.984603,Night,Low,Moderate,Flexible,Medium,1.08,48.32,50.77,47.38,Clear,None,Medium,Medium,48.32,3.6,13.35
12505,2025-02-28 05:15:34.984603,Morning,Medium,Moderate,Flexible,Medium,1.08,35.63,36.71,40.080000000000005,Rainy,None,Low,Low,35.63,2.87,19.2
12506,2025-03-03 21:54:52.984603,Night,Medium,Moderate,Standard,High,1.08,37.76,38.92,38.88,Rainy,None,Low,High,35.12,8.83,11.22
12507,2025-03-01 14:10:42.984603,Afternoon,Medium,Moderate,Urgent,High,1.08,38.4,43.2,35.64,Stormy,None,Medium,Low,38.4,5.51,9.9
12508,2025-02-27 12:39:15.984603,Afternoon,Medium,Light,Standard,Medium,1.08,45.47,49.3,48.53,Clear,Holiday,Medium,Medium,45.47,8.78,14.1
12509,2025-02-27 09:20:06.984603,Morning,Low,Light,Urgent,High,1.08,39.56,42.92,41.120000000000005,Stormy,None,Medium,Medium,39.56,9.14,18.96
12510,2025-02-27 23:45:37.984603,Night,Medium,Light,Urgent,Medium,1.08,5.73,12.34,1.8300000000000003,Clear,None,Medium,Medium,5.73,2.5,17.55
12511,2025-03-03 21:45:33.984603,Night,Low,Heavy,Flexible,High,1.08,16.76,25.08,14.54,Rainy,None,Medium,Medium,18.44,9.07,19.93
12512,2025-03-04 17:37:16.984603,Afternoon,Medium,Light,Standard,Medium,1.08,49.51,51.08,46.09,Clear,Festival,High,Medium,47.03,5.59,5.34
12513,2025-03-01 19:33:13.984603,Night,Medium,Light,Standard,High,1.08,34.35,36.34,30.08,Clear,None,Medium,Medium,34.35,6.08,6.69
12514,2025-02-28 03:23:03.984603,Night,Low,Light,Urgent,High,1.08,8.07,12.39,5.37,Clear,Holiday,Medium,Medium,8.07,7.01,14.14
12515,2025-03-01 09:00:22.984603,Morning,Low,Moderate,Urgent,High,1.08,26.0,30.97,23.78,Clear,None,High,Medium,24.7,9.41,17.31
12516,2025-03-02 06:34:52.984603,Morning,Low,Light,Standard,Low,1.08,49.14,53.7,48.81,Clear,None,Medium,Medium,49.14,2.15,9.28
12517,2025-03-03 21:14:00.984603,Night,Medium,Moderate,Standard,Medium,1.08,49.68,56.43,54.37,Clear,None,Medium,Low,49.68,5.81,8.59
12518,2025-02-26 22:12:37.984603,Night,High,Light,Standard,Medium,1.08,24.46,26.24,28.89,Stormy,None,Medium,High,23.89,7.5,16.8
12519,2025-02-27 03:35:48.984603,Night,Low,Heavy,Flexible,Low,1.08,45.19,50.64,47.73,Clear,None,High,High,43.92,7.78,5.85
12520,2025-03-04 11:52:12.984603,Morning,High,Heavy,Flexible,Medium,1.08,31.64,39.95,33.11,Stormy,None,Medium,Low,36.54,7.54,10.54
12521,2025-03-04 18:30:09.984603,Night,Low,Heavy,Standard,High,1.08,27.92,37.28,32.39,Stormy,None,Low,Low,30.71,3.08,12.59
12522,2025-03-04 01:25:21.984603,Night,High,Moderate,Urgent,Medium,1.08,23.54,29.58,19.96,Clear,None,Medium,Low,24.72,4.4,13.41
12523,2025-03-01 07:00:56.984603,Morning,Medium,Moderate,Urgent,Low,1.08,45.15,47.4,43.45,Clear,None,Low,High,41.99,4.87,15.93
12524,2025-03-03 07:53:53.984603,Morning,Medium,Moderate,Standard,Medium,1.08,32.95,40.5,33.480000000000004,Clear,None,Medium,High,30.64,8.44,10.32
12525,2025-03-03 18:25:30.984603,Night,Medium,Light,Standard,Low,1.08,20.02,28.19,23.16,Snowy,None,Medium,Medium,20.02,4.23,14.19
12526,2025-03-03 22:56:43.984603,Night,Medium,Moderate,Urgent,Medium,1.08,27.14,29.91,28.38,Rainy,None,Low,High,25.24,3.69,13.78
12527,2025-02-26 20:30:04.984603,Night,High,Light,Standard,Medium,1.08,24.98,32.08,28.07,Snowy,None,Medium,High,24.39,9.66,13.21
12528,2025-03-03 22:03:41.984603,Night,Medium,Moderate,Standard,Medium,1.08,25.3,34.67,21.83,Clear,None,Medium,High,23.53,2.07,14.61
12529,2025-03-03 15:14:15.984603,Afternoon,Medium,Light,Standard,High,1.08,19.02,26.49,15.95,Stormy,Holiday,High,High,16.8,9.98,8.89
12530,2025-03-01 16:29:45.984603,Afternoon,Low,Moderate,Standard,Low,1.08,33.48,38.22,35.89,Clear,None,Low,High,31.14,7.41,6.27
12531,2025-03-01 17:18:50.984603,Afternoon,Low,Moderate,Standard,High,1.08,7.35,12.33,5.83,Stormy,Festival,Medium,Medium,7.35,8.63,6.79
12532,2025-02-28 23:02:13.984603,Night,High,Moderate,Standard,High,1.08,44.88,46.6,44.24,Clear,Concert,Medium,Low,47.12,4.36,8.37
12533,2025-02-27 20:54:18.984603,Night,Medium,Heavy,Urgent,Low,1.08,23.69,29.43,26.61,Rainy,Holiday,Low,High,24.23,2.11,12.5
12534,2025-03-02 11:16:33.984603,Morning,Medium,Moderate,Flexible,High,1.08,41.04,49.26,36.74,Rainy,None,Medium,Medium,41.04,7.9,17.61
12535,2025-03-05 05:53:54.984603,Morning,Medium,Moderate,Standard,Medium,1.08,37.83,47.64,34.51,Rainy,Holiday,High,Medium,35.94,8.67,15.52
12536,2025-02-28 02:16:44.984603,Night,High,Moderate,Standard,Medium,1.08,26.23,30.82,24.19,Clear,Holiday,Low,Low,27.54,7.92,16.84
12537,2025-03-02 03:21:08.984603,Night,Medium,Light,Flexible,Medium,1.08,13.94,18.86,17.77,Rainy,Holiday,Medium,High,12.96,3.14,10.26
12538,2025-03-04 23:45:55.984603,Night,Medium,Moderate,Urgent,Medium,1.08,30.3,31.79,29.35,Clear,None,Medium,Medium,30.3,8.03,11.07
12539,2025-03-03 10:38:30.984603,Morning,Medium,Heavy,Flexible,High,1.08,47.66,55.64,45.18,Rainy,Holiday,Low,Medium,52.43,8.15,10.91
12540,2025-03-05 02:19:59.984603,Night,Medium,Heavy,Standard,Medium,1.08,13.36,20.81,15.14,Rainy,Holiday,Low,Medium,14.7,7.27,7.88
12541,2025-02-28 02:55:27.984603,Night,Low,Moderate,Urgent,Low,1.08,16.52,21.15,11.82,Clear,None,Medium,High,15.36,8.13,5.92
12542,2025-02-27 10:03:34.984603,Morning,High,Light,Flexible,Medium,1.08,49.69,57.07,52.44,Stormy,Holiday,High,Medium,49.57,8.77,13.86
12543,2025-03-05 08:07:14.984603,Morning,Medium,Light,Urgent,Medium,1.08,45.17,51.78,47.15,Clear,None,Medium,Medium,45.17,6.91,19.84
12544,2025-03-02 02:25:16.984603,Night,High,Moderate,Standard,High,1.08,29.73,37.65,25.28,Clear,Holiday,Medium,Low,31.22,2.71,7.5
12545,2025-02-27 15:01:07.984603,Afternoon,Low,Heavy,Flexible,Medium,1.08,36.26,40.09,36.24,Clear,Holiday,Medium,Low,39.89,5.9,5.7
12546,2025-03-04 10:11:45.984603,Morning,Low,Moderate,Urgent,Medium,1.08,24.94,31.8,23.98,Stormy,None,Low,Medium,24.94,2.62,16.69
12547,2025-02-28 04:09:11.984603,Night,High,Heavy,Flexible,Medium,1.08,23.18,29.81,19.76,Rainy,Concert,Medium,High,24.9,5.26,8.79
12548,2025-03-04 05:08:09.984603,Morning,Medium,Moderate,Standard,Medium,1.08,24.94,26.75,21.48,Stormy,Concert,Medium,High,23.19,5.26,17.44
12549,2025-02-27 14:18:52.984603,Afternoon,Medium,Light,Flexible,Low,1.08,23.65,27.18,20.25,Rainy,None,Medium,Medium,23.65,2.53,15.56
12550,2025-02-27 23:23:08.984603,Night,Medium,Light,Flexible,Medium,1.08,35.4,44.14,36.4,Stormy,None,Low,Medium,35.4,4.79,19.19
12551,2025-02-28 20:51:14.984603,Night,Medium,Light,Urgent,Low,1.08,19.87,22.28,16.580000000000002,Clear,Holiday,High,High,17.56,2.89,11.13
12552,2025-02-28 10:07:53.984603,Morning,Medium,Moderate,Standard,High,1.08,12.68,17.1,8.28,Stormy,None,Medium,Medium,12.68,8.47,14.93
12553,2025-03-01 15:44:02.984603,Afternoon,Low,Light,Flexible,Medium,1.08,36.8,39.83,41.38,Clear,None,Low,Medium,36.8,9.58,11.97
12554,2025-02-28 14:57:30.984603,Afternoon,High,Moderate,Standard,High,1.08,6.41,8.67,1.7999999999999998,Rainy,Holiday,Medium,High,6.26,2.58,14.46
12555,2025-03-01 17:33:52.984603,Afternoon,High,Moderate,Standard,High,1.08,37.34,39.57,38.98,Clear,Festival,Medium,High,36.46,9.64,11.74
12556,2025-03-02 12:09:11.984603,Afternoon,Low,Light,Urgent,High,1.08,16.85,20.98,21.21,Snowy,None,Low,High,15.67,6.18,7.83
12557,2025-03-02 18:54:51.984603,Night,High,Light,Standard,Low,1.08,13.56,21.79,8.940000000000001,Stormy,None,Medium,Medium,14.24,4.4,12.62
12558,2025-03-02 04:40:52.984603,Night,High,Light,Urgent,High,1.08,22.05,31.75,26.71,Stormy,None,Medium,High,21.53,2.61,12.93
12559,2025-02-27 06:08:54.984603,Morning,Medium,Moderate,Standard,High,1.08,10.29,16.439999999999998,10.31,Clear,Holiday,Low,Low,10.29,6.0,17.16
12560,2025-02-27 21:22:05.984603,Night,Medium,Moderate,Standard,High,1.08,22.3,29.02,25.15,Clear,Concert,Medium,Medium,22.3,8.36,16.03
12561,2025-03-04 01:56:05.984603,Night,Medium,Light,Urgent,Low,1.08,9.6,17.61,10.85,Clear,None,Low,High,8.93,7.66,14.96
12562,2025-03-01 19:59:10.984603,Night,Low,Heavy,Flexible,Low,1.08,26.76,33.72,27.93,Rainy,None,Low,Medium,29.44,2.4,6.7
12563,2025-02-26 22:25:31.984603,Night,Medium,Moderate,Flexible,High,1.08,12.93,21.56,15.82,Stormy,None,Low,Medium,12.93,2.58,15.81
12564,2025-02-27 09:24:12.984603,Morning,High,Moderate,Standard,Medium,1.08,10.85,19.81,6.5,Clear,Holiday,Low,High,10.6,5.22,12.5
12565,2025-03-05 04:35:58.984603,Night,Medium,Moderate,Flexible,Low,1.08,31.06,37.71,29.98,Clear,None,High,High,27.44,4.36,18.41
12566,2025-02-26 15:22:04.984603,Afternoon,Medium,Heavy,Flexible,Medium,1.08,33.14,38.94,37.84,Clear,Concert,High,Medium,34.63,3.86,18.8
12567,2025-02-28 16:06:57.984603,Afternoon,Low,Moderate,Standard,High,1.08,5.25,9.77,0.7999999999999998,Stormy,None,High,Medium,4.99,4.25,5.83
12568,2025-03-02 07:31:10.984603,Morning,Low,Moderate,Standard,Medium,1.08,22.45,27.6,20.08,Clear,Concert,Low,High,20.88,8.43,17.31
12569,2025-03-03 09:57:00.984603,Morning,Medium,Light,Standard,High,1.08,8.51,12.62,10.23,Snowy,None,Medium,High,7.91,9.43,5.57
12570,2025-03-03 20:28:03.984603,Night,Low,Moderate,Standard,Medium,1.08,38.24,43.08,34.24,Clear,Holiday,Medium,High,35.56,5.24,10.51
12571,2025-03-05 04:05:39.984603,Night,Medium,Moderate,Flexible,Medium,1.08,35.67,44.77,36.04,Stormy,Festival,Low,Medium,35.67,9.25,13.13
12572,2025-03-03 23:50:06.984603,Night,Medium,Moderate,Standard,Medium,1.08,7.24,16.990000000000002,9.37,Rainy,Festival,High,Low,6.88,4.57,7.22
12573,2025-03-02 05:43:46.984603,Morning,Medium,Heavy,Standard,Medium,1.08,47.36,51.61,49.93,Clear,Festival,High,Medium,49.49,5.81,16.19
12574,2025-02-27 01:05:39.984603,Night,Medium,Heavy,Flexible,Medium,1.08,48.2,51.190000000000005,48.81,Stormy,None,Medium,Medium,53.02,3.81,5.13
12575,2025-03-03 13:46:41.984603,Afternoon,Medium,Light,Urgent,Medium,1.08,20.06,21.76,20.07,Clear,None,Low,Low,20.06,7.12,7.53
12576,2025-03-03 04:01:46.984603,Night,Medium,Light,Standard,Medium,1.08,10.88,19.41,13.02,Rainy,None,Medium,Low,10.88,9.83,13.71
12577,2025-02-27 08:48:51.984603,Morning,Low,Light,Urgent,Medium,1.08,10.15,18.99,6.6000000000000005,Rainy,None,Low,Medium,10.15,6.83,15.72
12578,2025-03-03 20:37:15.984603,Night,Low,Moderate,Flexible,Medium,1.08,42.83,47.88,44.64,Clear,None,Low,Low,42.83,4.86,18.75
12579,2025-03-03 03:53:43.984603,Night,Low,Light,Standard,Medium,1.08,25.66,31.54,29.85,Stormy,Holiday,Medium,Medium,25.66,7.18,15.58
12580,2025-02-27 01:30:42.984603,Night,High,Light,Standard,Low,1.08,5.43,13.09,7.26,Rainy,Holiday,Medium,Medium,5.7,2.98,15.08
12581,2025-03-02 03:17:42.984603,Night,Low,Light,Urgent,Low,1.08,46.64,51.02,42.11,Stormy,None,Low,Medium,46.64,9.11,10.92
12582,2025-02-27 05:15:10.984603,Morning,Medium,Light,Standard,Medium,1.08,31.67,34.480000000000004,31.73,Clear,Holiday,Low,Medium,31.67,6.02,5.02
12583,2025-03-04 02:40:43.984603,Night,High,Light,Urgent,High,1.08,36.07,38.1,38.33,Clear,None,Medium,Medium,37.87,5.59,6.8
12584,2025-03-04 05:15:01.984603,Morning,Medium,Light,Standard,Medium,1.08,42.06,45.18,37.49,Clear,Concert,High,Low,39.96,6.69,13.02
12585,2025-02-26 21:33:33.984603,Night,Low,Moderate,Standard,Low,1.08,41.84,48.650000000000006,44.46,Snowy,None,Medium,Medium,41.84,7.0,15.13
12586,2025-03-01 02:43:22.984603,Night,High,Light,Urgent,Medium,1.08,8.41,12.54,6.23,Snowy,None,Low,High,8.21,2.57,11.26
12587,2025-02-28 02:51:32.984603,Night,Low,Light,Standard,Medium,1.08,30.83,39.64,31.72,Clear,None,Medium,High,28.67,7.46,15.96
12588,2025-02-27 19:13:14.984603,Night,Medium,Heavy,Standard,Medium,1.08,36.33,38.12,40.99,Clear,Concert,Medium,Medium,39.96,3.94,12.83
12589,2025-03-02 09:23:56.984603,Morning,High,Heavy,Flexible,Medium,1.08,8.85,13.6,13.8,Stormy,Festival,High,High,9.03,7.71,6.11
12590,2025-03-02 03:14:21.984603,Night,Medium,Light,Urgent,Medium,1.08,15.01,18.32,16.35,Stormy,None,Medium,Medium,15.01,8.58,7.88
12591,2025-03-04 07:57:27.984603,Morning,Medium,Light,Standard,Medium,1.08,22.81,31.8,22.72,Stormy,None,Low,Medium,22.81,8.43,17.6
12592,2025-02-28 00:07:14.984603,Night,Low,Moderate,Standard,Low,1.08,44.89,53.15,41.67,Clear,Holiday,Low,High,41.75,6.42,15.87
12593,2025-02-27 13:15:07.984603,Afternoon,Medium,Light,Flexible,Low,1.08,43.28,53.14,40.36,Clear,None,High,Medium,41.12,6.16,18.42
12594,2025-03-04 00:10:59.984603,Night,Medium,Light,Standard,Medium,1.08,40.19,42.26,39.48,Clear,None,Low,Medium,40.19,3.14,6.76
12595,2025-03-04 22:15:30.984603,Night,Medium,Light,Standard,Medium,1.08,49.56,57.6,51.580000000000005,Clear,None,Medium,High,46.09,8.2,19.85
12596,2025-03-03 13:53:30.984603,Afternoon,High,Light,Standard,High,1.08,15.92,18.05,18.61,Stormy,Holiday,Low,High,15.55,4.17,8.14
12597,2025-03-01 04:33:06.984603,Night,High,Moderate,Standard,Medium,1.08,26.05,28.45,23.27,Rainy,None,Medium,High,25.44,5.97,5.18
12598,2025-03-04 22:48:42.984603,Night,High,Heavy,Flexible,High,1.08,25.1,26.450000000000003,25.450000000000003,Stormy,None,Low,High,26.96,4.27,19.96
12599,2025-03-04 09:40:59.984603,Morning,Medium,Moderate,Standard,Low,1.08,35.55,40.73,36.47,Clear,None,Low,Low,35.55,3.07,9.22
12600,2025-03-01 15:52:33.984603,Afternoon,Medium,Moderate,Standard,High,1.08,43.26,45.39,47.19,Rainy,Festival,Medium,Medium,43.26,7.04,15.02
12601,2025-03-04 17:20:20.984603,Afternoon,High,Moderate,Flexible,Medium,1.08,27.13,31.27,30.89,Rainy,None,Medium,Medium,28.49,2.43,7.65
12602,2025-03-03 01:54:08.984603,Night,High,Moderate,Standard,Medium,1.08,27.12,30.61,30.29,Clear,Holiday,Medium,Medium,28.48,7.99,13.7
12603,2025-03-02 17:18:14.984603,Afternoon,Medium,Moderate,Standard,Low,1.08,32.37,42.16,32.54,Rainy,None,Medium,Low,32.37,4.54,18.56
12604,2025-03-01 18:19:12.984603,Night,Low,Light,Urgent,Low,1.08,38.41,45.33,34.059999999999995,Rainy,None,Medium,High,35.72,2.0,9.8
12605,2025-03-02 01:07:33.984603,Night,Low,Moderate,Flexible,High,1.08,14.06,18.75,12.4,Stormy,Festival,Medium,Medium,14.06,6.09,15.05
12606,2025-03-05 01:25:24.984603,Night,Medium,Heavy,Flexible,Low,1.08,48.28,57.19,49.5,Clear,None,Medium,Medium,53.11,2.37,7.82
12607,2025-03-04 14:53:08.984603,Afternoon,Medium,Light,Standard,Low,1.08,9.14,10.71,10.52,Stormy,Concert,Medium,Medium,9.14,4.21,14.37
12608,2025-02-28 08:23:43.984603,Morning,High,Heavy,Standard,Low,1.08,6.04,10.05,9.53,Snowy,Festival,Medium,Medium,6.98,7.66,10.05
12609,2025-03-02 13:32:58.984603,Afternoon,Low,Moderate,Flexible,Low,1.08,21.15,26.78,19.94,Stormy,Holiday,High,High,18.69,2.5,8.17
12610,2025-03-01 21:28:36.984603,Night,Low,Moderate,Urgent,Medium,1.08,36.56,38.04,40.93,Stormy,None,Medium,Medium,36.56,8.71,9.7
12611,2025-03-05 01:31:50.984603,Night,Medium,Light,Standard,Medium,1.08,49.01,51.32,45.64,Clear,Concert,Medium,Medium,49.01,2.03,7.68
12612,2025-03-02 20:34:25.984603,Night,Medium,Moderate,Standard,Medium,1.08,46.97,56.03,42.47,Rainy,Concert,Medium,Low,46.97,3.97,18.53
12613,2025-03-03 08:30:55.984603,Morning,Low,Heavy,Standard,Medium,1.08,35.98,38.6,32.75,Stormy,Festival,Medium,Medium,39.58,7.93,10.96
12614,2025-02-27 19:27:51.984603,Night,Medium,Moderate,Urgent,High,1.08,24.64,33.93,24.26,Rainy,Concert,Medium,Low,24.64,4.53,8.68
12615,2025-02-28 22:06:19.984603,Night,Medium,Light,Flexible,High,1.08,31.81,33.67,35.04,Clear,None,Medium,Low,31.81,2.82,11.73
